,Unnamed: 0,expression,expression_depth,first_step,model,monotonicity_entropic,run,run_uuid,training,val_loss_step_AOC,expression_name,right_upward,left_upward,right_downward,left_downward,degree
37,37,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",4,5573.0,LSTM,0.4390343739301123,2,af07a391b0d54063970729aee8cc686a,True,1055.9157029832277,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",0.2695176756066619,0.6108838939230882,0.6806825077360311,0.4700701647402733,0.6806825077360311
38,38,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",4,10243.0,Transformer,0.4390343739301123,3,f0d34b5395204592b3d6fdf6bd0fb65a,True,1395.0764281026786,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",0.2695176756066619,0.6108838939230882,0.6806825077360311,0.4700701647402733,0.6806825077360311
39,39,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",4,10585.0,Transformer,0.4390343739301123,4,25e8c9a490164b84b25d44c64c4169d4,True,1309.4771933901357,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",0.2695176756066619,0.6108838939230882,0.6806825077360311,0.4700701647402733,0.6806825077360311
40,40,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(B), A)))",4,13332.0,LSTM,0.4655535391959147,1,1e9281a1db324431bf2ffe647d5975d8,True,1555.396432281821,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(B), A)))",0.2745981697604572,0.615026707326688,0.6718055726368494,0.4558659561909587,0.6718055726368494
41,41,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(B), A)))",4,8825.0,LSTM,0.4655535391959147,2,ae7fbee7f9fc4083b1776576a4c748c3,True,1138.3575133823324,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(B), A)))",0.2745981697604572,0.615026707326688,0.6718055726368494,0.4558659561909587,0.6718055726368494
42,42,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(B), A)))",4,11870.0,Transformer,0.4655535391959147,3,7d46bdb26e0645f6b1e9fea75427457a,True,1590.8067842957098,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(B), A)))",0.2745981697604572,0.615026707326688,0.6718055726368494,0.4558659561909587,0.6718055726368494
43,43,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(B), A)))",4,7993.0,Transformer,0.4655535391959147,4,55e41e10988d411295cd8cd81577d59c,True,1337.4616409869632,"and(and(not(subset_eq(B, A)), greater_than(cardinality(A), cardinality(B))), subset_eq(intersection(A, B), index(cardinality(B), A)))",0.2745981697604572,0.615026707326688,0.6718055726368494,0.4558659561909587,0.6718055726368494
44,44,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), or(subset_eq(A, B), greater_than(cardinality(A), cardinality(B))))",4,1028.0,LSTM,0.0607513734926334,1,c7c477434b844655a79410061eadb303,True,460.16010261920746,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), or(subset_eq(A, B), greater_than(cardinality(A), cardinality(B))))",0.2776271829363967,0.0226200626800823,0.7443976193984011,0.7305606013251074,0.7443976193984011
45,45,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), or(subset_eq(A, B), greater_than(cardinality(A), cardinality(B))))",4,931.0,LSTM,0.0607513734926334,2,9a210de450dd4600b7a79057bbe54160,True,355.042052261937,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), or(subset_eq(A, B), greater_than(cardinality(A), cardinality(B))))",0.2776271829363967,0.0226200626800823,0.7443976193984011,0.7305606013251074,0.7443976193984011
46,46,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), or(subset_eq(A, B), greater_than(cardinality(A), cardinality(B))))",4,789.0,Transformer,0.0607513734926334,3,08daf81330e642cfb294778b6ae38c2a,True,522.4055902802647,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), or(subset_eq(A, B), greater_than(cardinality(A), cardinality(B))))",0.2776271829363967,0.0226200626800823,0.7443976193984011,0.7305606013251074,0.7443976193984011
47,47,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), or(subset_eq(A, B), greater_than(cardinality(A), cardinality(B))))",4,969.0,Transformer,0.0607513734926334,4,7d3c810d255d4b1ab9c9b2087c4a1130,True,573.1316953156347,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), or(subset_eq(A, B), greater_than(cardinality(A), cardinality(B))))",0.2776271829363967,0.0226200626800823,0.7443976193984011,0.7305606013251074,0.7443976193984011
48,48,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(A, index(cardinality(A), union(A, B))))",4,,LSTM,0.7963742585434161,1,0e30c7585f444ef899e437b0efbe8b4c,False,,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(A, index(cardinality(A), union(A, B))))",0.5972216766614381,0.0210794345006887,0.779417966631763,1.0,1.0
49,49,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(A, index(cardinality(A), union(A, B))))",4,,LSTM,0.7963742585434161,2,3eac491c123c4279ab41ad9a85139912,False,,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(A, index(cardinality(A), union(A, B))))",0.5972216766614381,0.0210794345006887,0.779417966631763,1.0,1.0
50,50,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(A, index(cardinality(A), union(A, B))))",4,,Transformer,0.7963742585434161,3,d1b2a3498f1a4011b8ebb1d6f5c6601e,False,,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(A, index(cardinality(A), union(A, B))))",0.5972216766614381,0.0210794345006887,0.779417966631763,1.0,1.0
51,51,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(A, index(cardinality(A), union(A, B))))",4,,Transformer,0.7963742585434161,4,7cfc787176c24276a02f6f4afcde4951,False,,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(A, index(cardinality(A), union(A, B))))",0.5972216766614381,0.0210794345006887,0.779417966631763,1.0,1.0
52,52,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), B))",4,996.0,LSTM,0.2602113271489349,1,7413dbd911754092954d6cd8af11c2a4,True,830.727897626115,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), B))",0.3798616432962063,0.0253755619969213,0.6365553926309926,0.9576271127255804,0.9576271127255804
53,53,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), B))",4,1369.0,LSTM,0.2602113271489349,2,5d4e2bc2d8aa471287fd1c7589be6992,True,856.3421983307926,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), B))",0.3798616432962063,0.0253755619969213,0.6365553926309926,0.9576271127255804,0.9576271127255804
54,54,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), B))",4,2309.0,Transformer,0.2602113271489349,3,90d2ccda61294e66a26b1356885feac5,True,1096.0616135186283,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), B))",0.3798616432962063,0.0253755619969213,0.6365553926309926,0.9576271127255804,0.9576271127255804
55,55,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), B))",4,952.0,Transformer,0.2602113271489349,4,5a7c79d9647a4d5f8cd8fa4afe032d5a,True,1029.6993758322203,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(A), union(A, B)), B))",0.3798616432962063,0.0253755619969213,0.6365553926309926,0.9576271127255804,0.9576271127255804
56,56,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",4,1044.0,LSTM,0.2054776967260233,1,3f23f1b4c2354b93bd628f146b3d4e6c,True,656.4041733162867,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",0.3476734222402851,0.0301328166085534,0.6636773824593127,0.9349516148026444,0.9349516148026444
57,57,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",4,1357.0,LSTM,0.2054776967260233,2,c82b7728d8d14b4a9277f3b4152c03f6,True,715.2674565304042,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",0.3476734222402851,0.0301328166085534,0.6636773824593127,0.9349516148026444,0.9349516148026444
58,58,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",4,578.0,Transformer,0.2054776967260233,3,bccc0d1cfa72403ea3c60d347b1aeae1,True,559.075024500009,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",0.3476734222402851,0.0301328166085534,0.6636773824593127,0.9349516148026444,0.9349516148026444
59,59,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",4,675.0,Transformer,0.2054776967260233,4,3f04e910a51e4fa593dc18c783783d97,True,721.3826876300009,"and(and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",0.3476734222402851,0.0301328166085534,0.6636773824593127,0.9349516148026444,0.9349516148026444
