expression,force,flavor,can_express,polarity,syntactically_negated,full_form,notes
a-gye-sɛ,weak,teleological,?,positive,no,a-gye-sɛ,
a-gye-sɛ,strong,circumstantial,?,positive,no,a-gye-sɛ,
a-gye-sɛ,weak,circumstantial,?,positive,no,a-gye-sɛ,
a-gye-sɛ,strong,bouletic,?,positive,no,a-gye-sɛ,
ɛ-ho-hia,strong,epistemic,0,positive,no,ɛ-ho-hia,glossed as 'pro-self-need'
ɛ-ho-hia,weak necessity,epistemic,?,positive,no,ɛ-ho-hia,
ɛ-ho-hia,weak,epistemic,?,positive,no,ɛ-ho-hia,
ɛ-ho-hia,strong,deontic,1,positive,no,ɛ-ho-hia,
ɛ-ho-hia,weak necessity,deontic,?,positive,no,ɛ-ho-hia,
ɛ-ho-hia,weak,deontic,?,positive,no,ɛ-ho-hia,
ɛ-ho-hia,strong,teleological,0,positive,no,ɛ-ho-hia,
ɛ-ho-hia,weak necessity,teleological,?,positive,no,ɛ-ho-hia,
ɛ-ho-hia,weak,teleological,?,positive,no,ɛ-ho-hia,
ɛ-ho-hia,strong,circumstantial,0,positive,no,ɛ-ho-hia,
ɛ-ho-hia,weak,circumstantial,?,positive,no,ɛ-ho-hia,
ɛ-ho-hia,strong,bouletic,?,positive,no,ɛ-ho-hia,
ɛ-ho-hia,strong,epistemic,?,negative,,,
ɛ-ho-hia,weak necessity,epistemic,?,negative,,,
ɛ-ho-hia,weak,epistemic,?,negative,,,
ɛ-ho-hia,strong,deontic,1,negative,high,ɛ-ho-n-hia,"translated to ""don't have to"",it is hard to tell from notes the scope but I categorize it as high base on the semantics"
ɛ-ho-hia,weak necessity,deontic,?,negative,,,
ɛ-ho-hia,weak,deontic,?,negative,,,
ɛ-ho-hia,strong,teleological,1,negative,high,ɛ-ho-n-hia,"translated to ""don't need to"",it is hard to tell from notes the scope but I categorize it as high base on the semantics"
ɛ-ho-hia,weak necessity,teleological,?,negative,,,
ɛ-ho-hia,weak,teleological,?,negative,,,
ɛ-ho-hia,strong,circumstantial,?,negative,,,
ɛ-ho-hia,weak,circumstantial,?,negative,,,
ɛ-ho-hia,strong,bouletic,?,negative,,,
ɛwɔsɛ,strong,epistemic,?,positive,no,ɛwɔsɛ,ɛwɔsɛ is acceptable under some context and infelicitous under others
ɛwɔsɛ,weak necessity,epistemic,1,positive,no,ɛwɔsɛ,
ɛwɔsɛ,weak,epistemic,?,positive,no,ɛwɔsɛ,
ɛwɔsɛ,strong,deontic,1,positive,no,ɛwɔsɛ,
ɛwɔsɛ,weak necessity,deontic,1,positive,no,ɛwɔsɛ,
ɛwɔsɛ,weak,deontic,?,positive,no,ɛwɔsɛ,
ɛwɔsɛ,strong,teleological,1,positive,no,ɛwɔsɛ,
ɛwɔsɛ,weak necessity,teleological,1,positive,no,ɛwɔsɛ,
ɛwɔsɛ,weak,teleological,?,positive,no,ɛwɔsɛ,
ɛwɔsɛ,strong,circumstantial,1,positive,no,ɛwɔsɛ,
ɛwɔsɛ,weak,circumstantial,?,positive,no,ɛwɔsɛ,
ɛwɔsɛ,strong,bouletic,1,positive,no,ɛwɔsɛ,
ɛwɔsɛ,strong,epistemic,?,negative,,,-n- is a negative circumfix
ɛwɔsɛ,weak necessity,epistemic,?,negative,,,
ɛwɔsɛ,weak,epistemic,?,negative,,,
ɛwɔsɛ,strong,deontic,?,negative,,,
ɛwɔsɛ,weak necessity,deontic,?,negative,,,
ɛwɔsɛ,weak,deontic,1,negative,yes,ɛnwɔsɛ,it is hard to tell from the notes the scope
ɛwɔsɛ,strong,teleological,?,negative,,,
ɛwɔsɛ,weak necessity,teleological,?,negative,,,
ɛwɔsɛ,weak,teleological,1,negative,yes,ɛnwɔsɛ,it is hard to tell from the notes the scope
ɛwɔsɛ,strong,circumstantial,?,negative,,,
ɛwɔsɛ,weak,circumstantial,?,negative,,,
ɛwɔsɛ,strong,bouletic,?,negative,,,
ebia,strong,epistemic,?,positive,no,ebia,adverb that translated to perhaps
ebia,weak necessity,epistemic,?,positive,no,ebia,
ebia,weak,epistemic,1,positive,no,ebia,
ebia,strong,deontic,?,positive,no,ebia,
ebia,weak necessity,deontic,?,positive,no,ebia,
ebia,weak,deontic,?,positive,no,ebia,
ebia,strong,teleological,?,positive,no,ebia,
ebia,weak necessity,teleological,?,positive,no,ebia,
ebia,weak,teleological,?,positive,no,ebia,
ebia,strong,circumstantial,?,positive,no,ebia,
ebia,weak,circumstantial,?,positive,no,ebia,
ebia,strong,bouletic,?,positive,no,ebia,
ebia,strong,epistemic,1,negative,low,ebia ... eni,eni is translated to not
ebia,weak necessity,epistemic,?,negative,,,
ebia,weak,epistemic,?,negative,,,
ebia,strong,deontic,?,negative,,,
ebia,weak necessity,deontic,?,negative,,,
ebia,weak,deontic,?,negative,,,
ebia,strong,teleological,?,negative,,,
ebia,weak necessity,teleological,?,negative,,,
ebia,weak,teleological,?,negative,,,
ebia,strong,circumstantial,?,negative,,,
ebia,weak,circumstantial,?,negative,,,
ebia,strong,bouletic,?,negative,,,
gyama,strong,epistemic,?,positive,no,gyama,adverb that is translated to maybe
gyama,weak necessity,epistemic,?,positive,no,gyama,
gyama,weak,epistemic,1,positive,no,gyama,
gyama,strong,deontic,?,positive,no,gyama,
gyama,weak necessity,deontic,?,positive,no,gyama,
gyama,weak,deontic,?,positive,no,gyama,
gyama,strong,teleological,?,positive,no,gyama,
gyama,weak necessity,teleological,?,positive,no,gyama,
gyama,weak,teleological,?,positive,no,gyama,
gyama,strong,circumstantial,?,positive,no,gyama,
gyama,weak,circumstantial,?,positive,no,gyama,
gyama,strong,bouletic,?,positive,no,gyama,
(be)-tumi,strong,epistemic,?,positive,no,be-tumi,"be- is future tense, tumi is translated to can. be- is optional but the speaker noted be-tumi is the most natural expression "
(be)-tumi,weak necessity,epistemic,?,positive,no,be-tumi,
(be)-tumi,weak,epistemic,1,positive,no,be-tumi,
(be)-tumi,strong,deontic,?,positive,no,be-tumi,
(be)-tumi,weak necessity,deontic,?,positive,no,be-tumi,
(be)-tumi,weak,deontic,1,positive,no,be-tumi,
(be)-tumi,strong,teleological,?,positive,no,be-tumi,
(be)-tumi,weak necessity,teleological,?,positive,no,be-tumi,
(be)-tumi,weak,teleological,1,positive,no,be-tumi,
(be)-tumi,strong,circumstantial,?,positive,no,be-tumi,
(be)-tumi,weak,circumstantial,1,positive,no,be-tumi,
(be)-tumi,strong,bouletic,?,positive,no,be-tumi,
(be)-tumi,strong,epistemic,?,negative,,,
(be)-tumi,weak necessity,epistemic,?,negative,,,
(be)-tumi,weak,epistemic,1,negative,high,n+tumi ... n+verb,n is negation
(be)-tumi,strong,deontic,?,negative,,,
(be)-tumi,weak necessity,deontic,?,negative,,,
(be)-tumi,weak,deontic,1,negative,high,n+tumi ... n+verb,"it is hard to tell from note the scope of negation, but from the semantics of words it seems like the negation scopes higher"
(be)-tumi,strong,teleological,?,negative,,,
(be)-tumi,weak necessity,teleological,?,negative,,,
(be)-tumi,weak,teleological,1,negative,high,n+tumi ... n+verb,
(be)-tumi,strong,circumstantial,?,negative,,,
(be)-tumi,weak,circumstantial,1,negative,high,n+tumi ... n+verb,
(be)-tumi,strong,bouletic,?,negative,,,
ebia+tumi,strong,epistemic,1,negative,low,ebetumi....eni,"ebia is an adverb that means perhaps and tumi means can, eni is a negation form"
ebia+tumi,weak necessity,epistemic,?,negative,,,
ebia+tumi,weak,epistemic,?,negative,,,
ebia+tumi,strong,deontic,?,negative,,,
ebia+tumi,weak necessity,deontic,?,negative,,,
ebia+tumi,weak,deontic,?,negative,,,
ebia+tumi,strong,teleological,?,negative,,,
ebia+tumi,weak necessity,teleological,?,negative,,,
ebia+tumi,weak,teleological,?,negative,,,
ebia+tumi,strong,circumstantial,?,negative,,,
ebia+tumi,weak,circumstantial,?,negative,,,
ebia+tumi,strong,bouletic,?,negative,,,
e-be-tumi,strong,epistemic,?,negative,no,e-be-tumi,
e-be-tumi,weak necessity,epistemic,?,negative,no,e-be-tumi,
e-be-tumi,weak,epistemic,?,negative,no,e-be-tumi,
e-be-tumi,strong,deontic,?,negative,no,e-be-tumi,
e-be-tumi,weak necessity,deontic,?,negative,no,e-be-tumi,
e-be-tumi,weak,deontic,?,negative,no,e-be-tumi,
e-be-tumi,strong,teleological,?,negative,no,e-be-tumi,
e-be-tumi,weak necessity,teleological,?,negative,no,e-be-tumi,
e-be-tumi,weak,teleological,?,negative,no,e-be-tumi,
e-be-tumi,strong,circumstantial,1,negative,no,e-be-tumi,"the full form is same as ebia+tumi but it is noted as e-be-tumi which is glossed as pro-fut-mod, that is different from ebia+tumi"
e-be-tumi,weak,circumstantial,?,negative,no,e-be-tumi,
e-be-tumi,strong,bouletic,?,negative,no,e-be-tumi,
